id,label,type,name,source,source_id,uri,modifiers
000b46ee-184e-4379-939c-c15ae5c500c6,KeyEvent,key-event,"Activation, TGF-beta pathway",AOPWiki,,,[]
0016c32e-f214-4f29-adb1-4ccf5b361fb5,BiologicalTerm,biological-process,receptor-mediated endocytosis,GO,GO:0006898,,[]
002b4157-09a1-4793-b063-fc31f454f5b2,KeyEvent,key-event,"Endometrial squamous metaplasia, Increase",AOPWiki,,,[]
003157e6-7693-4774-b6d0-98739607f0b6,Chemical,chemical,Nikkomycins,DSSTox,DTXSID5058436,,"[""stressor""]"
00374c7d-36a9-4cba-b5c6-976527a938d6,BiologicalTerm,biological-action,pathological,WIKI,11,,[]
005e7a1a-7fe2-44fe-8854-5d62bc63b575,KeyEvent,key-event,"Alkylation, Protein",AOPWiki,,,[]
0065920d-f715-45a3-b758-0f194118fd3a,KeyEvent,key-event,"Increase, GABA",AOPWiki,,,[]
00670d07-a91c-42fa-894a-98033dedc35d,KeyEvent,key-event,"Reduction, Plasma vitellogenin concentrations",AOPWiki,,,[]
0069ed7d-938e-4dfe-8c35-a1b37c847933,KeyEvent,key-event,"Increased, locomotion",AOPWiki,,,[]
00723340-1368-4599-8061-1da9375258fc,Stressor,stressor,Carbamate pesticides,,,,"[""stressor""]"
0081ad2a-2b77-4be6-ab57-d37b9102b69b,KeyEvent,key-event,"Reduced, Food storage",AOPWiki,,,[]
00989384-d276-47ca-8b1d-6f03454633d1,KeyEvent,key-event,"Altered, Neurophysiology",AOPWiki,,,[]
009d5d2a-84d9-4277-8bf0-cbaf272963b3,KeyEvent,key-event,"Increase, Preneoplastic foci (hepatocytes)",AOPWiki,,,[]
00b8087d-b3e9-4ee0-803e-bbc380243552,Taxon,taxonomy,Crocuta crocuta,NCBI,9678,,[]
00c90f01-9316-43d6-a3cf-933abaa8d338,Chemical,chemical,Itraconazole,DSSTox,DTXSID3023180,,"[""stressor""]"
00f1c085-b61b-4c79-b650-27e50ea593fe,KeyEvent,key-event,Respiratory irritability,AOPWiki,,,[]
010b5c12-0075-4677-b391-107a863118e8,Stressor,stressor,Propylpyrazoletriol,,,,"[""stressor""]"
010dee2a-6670-419b-9b68-9098bb58a8df,BiologicalTerm,biological-object,Clara cell,CL,CL:0000158,,[]
0127e0ed-2be6-4563-89fb-6c55d8575c14,KeyEvent,key-event,"Binding, SH/SeH proteins involved in protection against oxidative stress",AOPWiki,,,[]
014e5a4b-8fd0-4131-9c47-f3cb0cfb4867,AOP,aop,AHR activation decreasing lung function via AHR-ARNT tox path,AOPWiki,,,[]
014ecef4-d568-481f-b314-edde91940b3e,KeyEvent,key-event,Early premature depolarizations,AOPWiki,,,[]
015867f7-7fe0-4810-95ef-9b17d3c1541e,AOP,aop,Increased adrenal glucocorticoid production leading to MASLD progression (3),AOPWiki,,,[]
0170fb10-7eb7-48e7-b126-c8d421009aab,AOP,aop,Binding of Alpha 1-Adrenergics to Antagonists Leading to Depression,AOPWiki,,,[]
0172502e-a586-4e25-9cf2-2f48ca34168b,Stressor,stressor,TCPOBOP,,,,"[""stressor""]"
01772fad-f998-40be-94cc-6eea19803c3e,BiologicalTerm,biological-process,retinoic acid biosynthetic process,GO,GO:0002138,,[]
017ede5b-c5f7-40a4-b55e-87b80a10220e,Stressor,stressor,Pyrethrins and Pyrethroids,,,,"[""stressor""]"
01a10d1f-894c-4cca-8dad-915269b82634,KeyEvent,key-event,Increased LCN2/iron complex,AOPWiki,,,[]
01a58dc3-809a-4dc6-a7d1-eafb219e7e47,BiologicalTerm,biological-process,hepatocyte proliferation,GO,GO:0072574,,[]
01abfeb7-63ee-4921-b666-549539fb898d,AOP,aop,thyroid follicular cell adenomas and carcinomas,AOPWiki,,,[]
01c5ba2f-66a8-42ee-884a-3b63315e3334,AOP,aop,Binding of antagonist to NMDARs impairs cognition,AOPWiki,,,[]
01cc7135-f562-4f58-a444-1dc141ec7d1b,Chemical,chemical,Adefovir dipivoxil,DSSTox,DTXSID5046487,,"[""stressor""]"
01d1a0a6-16bd-4814-9b85-9c66d81d781c,BiologicalTerm,biological-process,abnormal adult Leydig cell differentiation,MP,MP:0013604,,[]
01e6a901-77ed-43e7-a33e-ff81e0d58ba4,Taxon,taxonomy,cynomolgus monkey,NCBI,9541,,[]
01f42cb5-dd09-4798-b30b-7dc2f274a2f5,BiologicalTerm,biological-process,cell differentiation,GO,GO:0030154,,[]
01f8d4ec-809c-4308-9a65-f0727c867712,Stressor,stressor,"Hydrocarbons, various",,,,"[""stressor""]"
02253bf4-5693-4028-824a-f13e5c9a7ab1,KeyEvent,key-event,"Increased, cholesterol synthesis enzymes",AOPWiki,,,[]
0227e1d8-9394-4886-a849-d5613cccc51a,AOP,aop,SQLE accumulation leads to hepatotoxicity,AOPWiki,,,[]
022862dc-c0fa-4b22-b8b1-8ba20e60afab,AOP,aop,SARS-CoV-2 causes anosmia,AOPWiki,,,[]
0235b297-d7cf-4c08-a65e-0d136c19fdb8,KeyEvent,key-event,"Increase, ER stress",AOPWiki,,,[]
0235e4c9-b11f-4de0-a1ce-681dcba8ece0,KeyEvent,key-event,"Activation, PPARα",AOPWiki,,,[]
02456722-0b02-4cd7-ad29-e19692df69ad,Stressor,stressor,"Progesterone,estrogen,melatonin,Letrozole",,,,"[""stressor""]"
024e0233-bfdf-4204-bb16-0fbebce3bab6,KeyEvent,key-event,"Disruption, Progenitor cells of second heart field",AOPWiki,,,[]
026ece05-7a60-4dc6-89be-7037253f8ffd,KeyEvent,key-event,photoproducts generate ROS,AOPWiki,,,[]
027f1910-63a0-4369-9817-c57c9ae7b5cb,BiologicalTerm,biological-process,Microvesicular hepatic steatosis,HP,HP:0001414,,[]
02967bbf-8060-42ae-9d55-33d67d9a0854,BiologicalTerm,biological-object,"3,3',5-triiodo-L-thyronine",CHEBI,CHEBI:18258,,[]
02a1b7b1-169b-4d16-a049-c36a830fb34d,KeyEvent,key-event,"Increased, secretion of GnRH from hypothalamus",AOPWiki,,,[]
02a21cfa-2b5b-4a54-9a38-f3610c8ba5ca,KeyEvent,key-event,"Bradykinin, activated",AOPWiki,,,[]
02a7fb7b-f70a-4c64-83e2-812b346a53bd,AOP,aop,Unknown MIE leading to reprodl,AOPWiki,,,[]
02ae7489-0750-485e-9271-dcec2153eb97,KeyEvent,key-event,Abnormal lipid metabolism,AOPWiki,,,[]
02af19a6-236e-4502-b827-0e6218e4f0c4,Chemical,chemical,Ziram,DSSTox,DTXSID0021464,,"[""stressor""]"
02b04295-989f-4bce-b0f5-b76a7d430d88,Taxon,taxonomy,Syrian hamsters,NCBI,10036,,[]
02b4c05f-ee9f-46ec-bb61-f5461f1b2b4a,KeyEvent,key-event,Defect of Embryogenesis,AOPWiki,,,[]
02c157ad-44db-4420-a839-aecc3ac8ee10,Stressor,stressor,"1,5-dibenzoyloxymethyl-norcantharidin",,,,"[""stressor""]"
02c6ce05-9056-41b8-a028-586e11ea97e0,Taxon,taxonomy,fathead minnow,common ecological species,WCS_90988,,[]
02c8a18c-64a3-404d-9cc3-9ac40f2798fb,Chemical,chemical,Propyl acetate,DSSTox,DTXSID6021901,,"[""stressor""]"
02ca8b99-0c8a-4818-95ba-2c000b19a105,Stressor,stressor,SANT-4,,,,"[""stressor""]"
02d54380-d0f7-407b-a40d-3ab9c23d5ea0,KeyEvent,key-event,"Decrease, Fecundity",AOPWiki,,,[]
02d73242-61e4-456c-83cd-3a12d8a3dcc2,AOP,aop,ROS-mediated chemical phototoxicity,AOPWiki,,,[]
02da2724-d6d5-4e7e-961b-4d80e1e4189f,BiologicalTerm,biological-process,DNA repair,GO,GO:0006281,,[]
02de5441-237f-469b-a062-8af9814aee15,KeyEvent,key-event,"Decrease, Prevent chitin degradation by chitinases",AOPWiki,,,[]
02e7efe3-b6f2-4f16-a933-69073386045a,BiologicalTerm,biological-process,neoplasm,MP,MP:0002006,,[]
02eebd61-60a6-4ad8-bd1a-4d86de86fd17,KeyEvent,key-event,"Bulky DNA adducts, increase",AOPWiki,,,[]
02f2bb63-fb65-403b-ab13-d64b81f90c2a,Taxon,taxonomy,baboon,NCBI,9555,,[]
032888f0-406a-4fea-846a-c98a17062d05,AOP,aop,VEGFR inhibition induced Hand-foot skin reaction,AOPWiki,,,[]
03538cfb-5f37-49b5-945b-74b8d8d38821,KeyEvent,key-event,"Increased, ER binding to T.F. to DNA (non-classical pathway)",AOPWiki,,,[]
0354cf11-65d7-4343-a7f6-ce8debd2a5b0,KeyEvent,key-event,Mitochondrial Injury,AOPWiki,,,[]
035bc954-52fb-4cb1-9ef8-8ce23e05963e,BiologicalTerm,biological-process,androgen biosynthetic process,GO,GO:0006702,,[]
0374ac41-5358-4813-a445-556548f30cb3,BiologicalTerm,biological-object,steroid hormone,CHEBI,CHEBI:26764,,[]
03756e59-a815-4253-b770-86dc4323721f,KeyEvent,key-event,Binding to estrogen receptor (ER)-α,AOPWiki,,,[]
0384a680-41ba-4f2a-9fb7-0f7aee203d22,BiologicalTerm,biological-object,transmembrane protease serine 2,PR,PR:000016456,,[]
038fabc1-3e28-41eb-a3ab-32334d193ce6,Chemical,chemical,Entacapone,DSSTox,DTXSID5046439,,"[""stressor""]"
03be0616-19db-4aa4-9d14-5b81eb4acef4,KeyEvent,key-event,Activation of gluten-reactive CD4+ T cells,AOPWiki,,,[]
03ccde1d-9805-49ef-9b78-322e91d91c91,KeyEvent,key-event,"Activation, ionotropic GABA Receptor chloride channel",AOPWiki,,,[]
03e5054e-e578-48a5-a959-49f095a4ebd7,KeyEvent,key-event,ACE2 dysregulation,AOPWiki,,,[]
03f8b3ec-0a17-47d2-98ef-b1d0c6f2af24,BiologicalTerm,biological-object,nutrient,CHEBI,CHEBI:33284,,[]
040429a2-2ecc-4878-80e1-5717fe4aa25c,KeyEvent,key-event,Dysregulation of transcriptional expression within PPAR signaling network,AOPWiki,,,[]
040d882f-fffd-4c7f-ad4d-e547fc2ceded,BiologicalTerm,biological-object,motile cilium,GO,GO:0031514,,[]
04245d5d-add5-42a0-adcf-3e49794e5957,AOP,aop,Uncoupling of OXPHOS leading to growth inhibition 5,AOPWiki,,,[]
042b1343-984d-47d6-9d22-4dc3042fbaa2,KeyEvent,key-event,"Decrease, Digestion of old cuticle",AOPWiki,,,[]
04520178-3d8f-4448-82c0-73b90ae31c6a,KeyEvent,key-event,Spermatocyte depletion,AOPWiki,,,[]
0453679f-336e-43f3-b5c1-8ab61944dda5,KeyEvent,key-event,IAV cell entry,AOPWiki,,,[]
04614d71-bf4c-459c-ac22-c37d5f5f3f2d,KeyEvent,key-event,Inhibition of rapid delayed rectifying potassium current,AOPWiki,,,[]
046335ef-e1ca-4600-bf3d-802a2ce789cd,BiologicalTerm,biological-object,neuropathy target esterase,PR,PR:000012946,,[]
0473a5d4-8cd0-4c86-a2c8-d341f4a3ccca,BiologicalTerm,biological-process,abnormal glutathione level,MP,MP:0012603,,[]
0474107c-2b72-48be-90ce-e7acb54d06f1,KeyEvent,key-event,"Increased, Invasion",AOPWiki,,,[]
047b650d-df69-4373-b59d-b62dd25d3858,KeyEvent,key-event,"Increase, cytosolic fatty acid",AOPWiki,,,[]
048046d1-b7bf-49de-b84b-037dd96ed3a6,BiologicalTerm,biological-process,Testicular atrophy,HP,HP:0000029,,[]
0492e7c4-8b25-42f3-9684-1bc2df8a954e,KeyEvent,key-event,"Decreased, Sodium conductance 1",AOPWiki,,,[]
04b121a1-779c-4b43-a3e7-d8a200652aa0,AOP,aop,Kidney toxicity induced by activation of 5HT2C,AOPWiki,,,[]
04cb2a75-92a4-4293-876c-365111ea308f,BiologicalTerm,biological-process,sodium:iodide symporter activity,GO,GO:0008507,,[]
04f9fb70-00b6-48d0-ad03-5accb6942e18,BiologicalTerm,biological-object,oligodendrocyte,CL,CL:0000128,,[]
0516c213-c7ef-4930-b4e8-c345f891f7f2,BiologicalTerm,biological-process,protein import into nucleus,GO,GO:0006606,,[]
05241e2f-93b5-4d37-9bec-4d30c5e7f60b,Taxon,taxonomy,Gyps coprotheres,NCBI,8966,,[]
0540b4de-72c1-440f-b849-1923d0aecfe3,AOP,aop,ROS leading to growth inhibition via LPO and reduced cell proliferation,AOPWiki,,,[]
05492ca7-b71f-4e59-b77b-0bbf50776601,KeyEvent,key-event,"Occurrence, renal proximal tubular necrosis",AOPWiki,,,[]
0562a2fe-3a99-4c0c-87b7-bbc6a6f041d6,Stressor,stressor,Amphomycin,,,,"[""stressor""]"
056676c8-5905-490f-937c-262107f387ff,BiologicalTerm,biological-object,corticosterone,CHEBI,CHEBI:16827,,[]
056750e8-319d-49e7-9705-65cfe586a703,BiologicalTerm,biological-process,cellular response to exogenous dsRNA,GO,GO:0071360,,[]
056a94e2-5fa7-4b6f-af11-e36872124284,BiologicalTerm,biological-object,fibroblast growth factor 10,PR,PR:000007480,,[]
05adc058-a5f7-4844-84ff-783b931668e8,Chemical,chemical,Nafenopin,DSSTox,DTXSID8020911,,"[""stressor""]"
05b76eba-7fe8-47ba-9aa5-17c004735b22,Chemical,chemical,N-Methyl-D-aspartic acid,DSSTox,DTXSID8041082,,"[""stressor""]"
05c5cceb-eaf4-4809-9dd0-692eccbf4e64,BiologicalTerm,biological-object,site of DNA damage,GO,GO:0090734,,[]
05eeed75-7823-461c-ac08-e68fcbdb1c93,KeyEvent,key-event,"modulation, sodium channel",AOPWiki,,,[]
05f866e4-d040-4ecf-bfe2-9fcdc26e7d11,BiologicalTerm,biological-process,reproductive behavior,GO,GO:0019098,,[]
06097750-d0a2-48fc-bb68-24a8b0acb0e2,BiologicalTerm,biological-object,Dyspnea,MESH,D004417,,[]
061d8d00-7102-4fd4-83e4-db3aea851937,KeyEvent,key-event,Pin-1 activation,AOPWiki,,,[]
0623ef83-d456-46e5-b263-15ab22529b39,BiologicalTerm,biological-object,lung,UBERON,UBERON:0002048,,[]
06373b25-a9b6-49fb-b38e-76162b80c3d0,BiologicalTerm,biological-object,blood plasma,UBERON,UBERON:0001969,,[]
0642a93d-ad02-4cfd-8b40-e28cdd8f2981,KeyEvent,key-event,increased platelet tlr9 expression,AOPWiki,,,[]
06713567-bf4a-43c8-8aef-d69a5aa45f96,KeyEvent,key-event,"Increase, Adenomas/carcinomas (bronchioloalveolar)",AOPWiki,,,[]
067b0d68-659e-4c7e-9199-4163a429e7e3,BiologicalTerm,biological-process,plasma membrane organization,GO,GO:0007009,,[]
06ab8fb9-e016-4e6f-830e-90c65f903f17,BiologicalTerm,biological-process,hormone secretion,GO,GO:0046879,,[]
06b0ab04-c6fe-43dd-b417-4fa8cb383f59,BiologicalTerm,biological-process,potassium channel inhibitor activity,GO,GO:0019870,,[]
06b1fb8d-d58d-497d-97db-849426b458b2,KeyEvent,key-event,"modulation, Extracellular Matrix Composition",AOPWiki,,,[]
06d09acb-dbf2-4719-8e9e-ccec3ccc366f,BiologicalTerm,biological-process,ovulation cycle,GO,GO:0042698,,[]
06da91f2-c18d-41d5-91ca-67b252d6d602,Stressor,stressor,"Dibenzo[B,F][1,4]Oxazepine",,,,"[""stressor""]"
06e0fe30-c8db-484d-b682-055d1493d004,Chemical,chemical,Exemestane,DSSTox,DTXSID5023037,,"[""stressor""]"
071d8100-a092-4b2d-9152-7791679b9bb2,Stressor,stressor,DX600,,,,"[""stressor""]"
074aa072-8267-4744-90a5-abf9841d827e,AOP,aop,AhR activation in the liver leading to Adverse Neurodevelopmental Outcomes in Mammals,AOPWiki,,,[]
07685b19-d8eb-45f5-bed1-465db64cc2de,KeyEvent,key-event,"Decline, Population",AOPWiki,,,[]
077b5c29-bc01-4b71-8cfc-d09cd845deca,Stressor,stressor,Tetrodotoxin,,,,"[""stressor""]"
07a27b14-90da-4470-b3fb-7b9466cb8f5b,KeyEvent,key-event,Interaction with the lung cell membrane,AOPWiki,,,[]
07bce377-d3b1-4188-89a4-ee3d238e5477,BiologicalTerm,biological-action,occurrence,WIKI,3,,[]
07d1dcb6-a801-4362-a5bc-ab9817cae3e1,BiologicalTerm,biological-object,erythrocyte,CL,CL:0000232,,[]
07e3b794-2977-44a8-ade2-10da504e07e5,BiologicalTerm,biological-process,Cleft palate,HP,HP:0000175,,[]
07ea8333-3b7e-4418-aa0d-cd47a5a99585,BiologicalTerm,biological-object,potassium voltage-gated channel subfamily H member 2 (human),PR,PR:Q12809,,[]
07f42af0-de7b-46e0-83ac-3bc8906ffb50,KeyEvent,key-event,"Activation, Macrophages",AOPWiki,,,[]
07f7e34e-638c-406f-93e7-55176819aad1,AOP,aop,Binding to voltage gate sodium channels during development leads to cognitive impairment,AOPWiki,,,[]
0800bcf8-74d2-41e5-b70a-057e7b38c48d,KeyEvent,key-event,"Inhibition, organic anion transporter 1 (OAT1)",AOPWiki,,,[]
0807e34f-8699-450b-b914-f5308788c0e7,KeyEvent,key-event,"Decreased Cholesterol, Decreased De Novo Biosynthesis of Choleseterol",AOPWiki,,,[]
0813b9e3-66d7-436b-ae28-26d8c6d460d0,BiologicalTerm,biological-object,vascular endothelial growth factor receptor 1,PR,PR:000007563,,[]
0833fb3a-2708-4ba1-b0ca-ae97407dcb77,BiologicalTerm,biological-object,FKBP12 (Arabidopsis thaliana),TAIR,TAIR:AT5G64350,,[]
084976c3-bce2-4769-a9aa-3f269fa76b40,KeyEvent,key-event,Altered cerebellar gene expression,AOPWiki,,,[]
0858ec39-875c-48c2-9813-e48f908deba0,KeyEvent,key-event,"Increase, Liver steatosis",AOPWiki,,,[]
087f9a2b-0c40-437e-87c0-5867dc56100f,BiologicalTerm,biological-process,wellness/fitness trait,VT,VT:1000152,,[]
0887157b-9a40-43bd-a3c6-6fff88d3fae5,AOP,aop,"Decreased COUP-TFII in Leydig cells leads to Hypospadias, increased",AOPWiki,,,[]
0896aaf0-6f3e-4126-95bd-b6968e41608b,BiologicalTerm,biological-object,cytochrome P450 1A2,PR,PR:000006102,,[]
08a86707-42b2-40a7-8cfb-62417806dff7,KeyEvent,key-event,"decline, neural progenitor cells",AOPWiki,,,[]
08ab2b4e-a195-4f02-b3e9-450c7bd8023f,AOP,aop,MEK-ERK1/2 activation leading to deficits in learning and cognition via ROS,AOPWiki,,,[]
08bbe2c3-026d-4ec9-9d11-8bfd2dd14268,KeyEvent,key-event,Liver Cancer,AOPWiki,,,[]
08c1318d-39ee-492e-a3f8-e8650263c2a1,KeyEvent,key-event,"Increase, FA influx",AOPWiki,,,[]
08cc6fa7-ac25-4ed3-b3f9-776de72bdd37,BiologicalTerm,biological-process,mortality,MESH,D009026,,[]
08d97449-1607-4c50-a28f-89a91b86234c,BiologicalTerm,biological-object,osteocalcin,PR,PR:000030444,,[]
08da1bef-d1fd-4162-b143-c7b9107d9012,Taxon,taxonomy,bank vole,NCBI,447135,,[]
08da8059-6942-412f-b7e5-e20fcb861967,KeyEvent,key-event,"Activation, Dendritic Cells",AOPWiki,,,[]
08e212db-bbaa-4edb-84c5-8d35cb693fb8,AOP,aop,endocrine disrupting effect,AOPWiki,,,[]
08eb4b8a-c666-4f4b-b726-ecac4294229a,KeyEvent,key-event,"Increase, Cytotoxicity (corneal cells)",AOPWiki,,,[]
09016ef6-5b76-4493-a4d8-2328ea99b2aa,KeyEvent,key-event,Induced parturition,AOPWiki,,,[]
090ffe02-4a7e-46f8-90f6-fbb247827c20,BiologicalTerm,biological-process,otic vesicle formation,GO,GO:0030916,,[]
091ed178-320b-4b29-9508-0a8952ab391e,KeyEvent,key-event,"Activate, GABA-A receptor",AOPWiki,,,[]
0923173b-8147-4253-a9de-5b76eb085775,BiologicalTerm,biological-process,Dementia,HP,HP:0000726,,[]
092539ec-2179-494b-b7c7-66a83fbd2e10,KeyEvent,key-event,"Increase, Mutations in Critical Genes",AOPWiki,,,[]
0931c857-366a-4fd6-a84a-5d76bf6102d4,KeyEvent,key-event,"six1b expression, increased",AOPWiki,,,[]
0958fb6c-c8b9-4dfc-b717-fc575478233d,BiologicalTerm,biological-object,"Amputation, Congenital",MESH,C565682,,[]
096339a0-0099-4017-b8be-afc5cdff5fdf,KeyEvent,key-event,Heart attack,AOPWiki,,,[]
097cf7cd-14fc-456b-9c47-7305b4a82eb5,Chemical,chemical,"Lysodren, Mitotan, Mitotane",DSSTox,DTXSID30425146,,"[""stressor""]"
097ede24-f5ec-40db-9986-0be48d2eb9f0,KeyEvent,key-event,Sensory axonal peripheral neuropathy,AOPWiki,,,[]
0989b456-b6af-447f-bf97-175b5c8218c1,BiologicalTerm,biological-process,abnormal excitatory postsynaptic current amplitude,MP,MP:0011267,,[]
098d5e7d-d0ee-4655-9908-8df32e83462a,AOP,aop,Cytopathic SARS-CoV-2 leads to hyperinflammation,AOPWiki,,,[]
09ab814e-22f1-4f55-a388-e0e47742ea0d,BiologicalTerm,biological-process,sex ratio,MESH,D012744,,[]
09b3dd17-3612-47c3-bd42-cc97f144d163,KeyEvent,key-event,Fibroproliferative airway lesions,AOPWiki,,,[]
09d802c3-653d-4280-80ea-a43a717c5b9a,KeyEvent,key-event,Cardiovascular dysregulation,AOPWiki,,,[]
09dda808-861d-414d-a5ce-2b2b69c45fa8,KeyEvent,key-event,Helicobacter pylori infection,AOPWiki,,,[]
09e37d96-2710-4872-9ce9-a00050f397c0,KeyEvent,key-event,"Activated, NMDA receptor",AOPWiki,,,[]
09e63fe4-18e4-42fe-9fbc-9b53014b5aa6,Chemical,chemical,Meclofenamic acid,DSSTox,DTXSID0048559,,"[""stressor""]"
09ec0eea-b5af-44f3-bb38-326581a9b1f5,Chemical,chemical,Methotrexate,DSSTox,DTXSID4020822,,"[""stressor""]"
09fef645-3b3a-40c3-b521-844c47d46af5,KeyEvent,key-event,"Increased, liposarcoma",AOPWiki,,,[]
0a05cada-b604-4da4-bca6-6f9cb7570e14,KeyEvent,key-event,Testicular Cancer,AOPWiki,,,[]
0a0bcb7d-5a53-43ac-92b0-2e182e78403d,Chemical,chemical,Cyproterone acetate,DSSTox,DTXSID5020366,,"[""stressor""]"
0a16af54-a409-4c48-8e11-8e4ce90fe1d4,Taxon,taxonomy,birds,common ecological species,WCS_72873,,[]
0a1c1bca-c550-4e31-85a5-a00bd8b9fea4,Taxon,taxonomy,Gyps bengalensis,NCBI,43491,,[]
0a20ec87-37d4-4ae3-ae99-9860e09e4194,Taxon,taxonomy,Paracyclopina nana,NCBI,565004,,[]
0a2dfbb0-a930-4ef2-8dd5-e083b255c9dc,KeyEvent,key-event,Abnormal cell migration in brain,AOPWiki,,,[]
0a33d8c7-872b-4c82-8378-411189d65c4f,Chemical,chemical,Fadrozole,DSSTox,DTXSID5034141,,"[""stressor""]"
0a493e30-1829-46fb-97fd-d5ba9839a639,Taxon,taxonomy,African green monkeys,NCBI,9534,,[]
0a4aae6c-2ef4-471f-9e44-3bf1cc89bbb9,KeyEvent,key-event,"Activation, NRF2",AOPWiki,,,[]
0a514512-6738-4842-9b5b-71afb5a1fe88,KeyEvent,key-event,Impaired locomotor function,AOPWiki,,,[]
0a54b870-f50f-4e5c-bb7f-631658f4b114,KeyEvent,key-event,Hypofibrinolysis,AOPWiki,,,[]
0a5a25ce-6749-4627-8f87-dea751364647,KeyEvent,key-event,"Abnormal, Behavior",AOPWiki,,,[]
0a5e002c-9ce3-4f68-8358-9221d55e1463,KeyEvent,key-event,Lipid Peroxidation,AOPWiki,,,[]
0a5e8ca5-9e39-4b8e-aadd-e6050794f63a,Stressor,stressor,Influenza Virus,,,,"[""stressor""]"
0a5ef7a1-0d16-43ba-9a10-82b10c348474,Chemical,chemical,Molinate,DSSTox,DTXSID6024206,,"[""stressor""]"
0a676f01-6657-4545-872a-70da6151bb87,BiologicalTerm,biological-process,dendrite morphogenesis,GO,GO:0048813,,[]
0a68ab21-eb85-42aa-a6bd-a5316eed5d13,BiologicalTerm,biological-object,reactive oxygen species,CHEBI,CHEBI:26523,,[]
0a9bf7ef-33f2-453a-bcc7-8dbb81fe18d2,KeyEvent,key-event,inflammation,AOPWiki,,,[]
0ab43048-c512-45cc-996c-347a32854b36,BiologicalTerm,biological-process,thermoregulation behavior,NBO,NBO:0000051,,[]
0aca6bd6-a64e-4fba-b1fe-e8ecd9a78da8,BiologicalTerm,biological-process,secondary generalized seizure,NBO,NBO:0000703,,[]
0adcceec-4861-4082-8c4a-3719b1163005,KeyEvent,key-event,Impaired coordination and movement,AOPWiki,,,[]
0af59f62-4b8d-4057-b1ef-81dbafa22bc5,KeyEvent,key-event,"Promotion, ovarian granular cell tumors",AOPWiki,,,[]
0af6392c-e7b3-4739-b3fd-bd15657b5f5d,Stressor,stressor,PM10,,,,"[""stressor""]"
0b12dae0-3cb9-4089-941b-decc0e5ebe1b,KeyEvent,key-event,"Decrease, Tyrosine",AOPWiki,,,[]
0b19023c-ed5c-4912-abd5-7263958995be,BiologicalTerm,biological-process,estrogen receptor activity,GO,GO:0030284,,[]
0b2ede71-6613-4d7f-9d15-fd0094ca4cb1,BiologicalTerm,biological-object,prostaglandin G/H synthase 2,PR,PR:000013428,,[]
0b3372a5-82d4-4f6e-b48a-66376ecf8502,BiologicalTerm,biological-object,gonadotropin releasing neuron,CL,CL:0011111,,[]
0b57108c-ebf0-40e9-91b4-0c83793fd3aa,Taxon,taxonomy,Odocoileus hemionus,NCBI,9872,,[]
0b82cc08-911e-4701-a571-394e5080682d,KeyEvent,key-event,Increased Cholinergic Signaling,AOPWiki,,,[]
0b8c26e3-b23a-40f8-98ba-4c344a259d97,KeyEvent,key-event,Activation of TGF-β signaling,AOPWiki,,,[]
0b8eaff0-f108-4d3a-87d7-303fe657266c,AOP,aop,ionotropic glutamatergic receptors and cognition,AOPWiki,,,[]
0ba31c14-7f3e-4fbd-bda9-f2778d59c8ca,KeyEvent,key-event,"Antagonism,LH receptor",AOPWiki,,,[]
0bd1df6c-9d3b-47e0-b076-a2179441a1a6,KeyEvent,key-event,"Increase, AR protein expression/abundance",AOPWiki,,,[]
0c025ac7-440d-4335-bfb8-8d2d653eeed9,KeyEvent,key-event,BBB disruption,AOPWiki,,,[]
0c180ce9-c221-47a9-8143-23389e65a004,KeyEvent,key-event,"Increase, Regenerative cell proliferation (corneal cells)",AOPWiki,,,[]
0c21fa77-464d-483a-98a5-988ba352f3ac,Taxon,taxonomy,rhesus macaque,NCBI,9544,,[]
0c2c8642-acee-40e4-828f-8e410a7a69cb,KeyEvent,key-event,"Depletion, Nitric Oxide",AOPWiki,,,[]
0c3a63cc-8c6e-4320-a13a-decb25ab4241,KeyEvent,key-event,Pyroptosis,AOPWiki,,,[]
0c4b1cf1-528b-4f56-8157-7cd5f1a3b8b3,BiologicalTerm,biological-object,clathrin-coated vesicle membrane,GO,GO:0030665,,[]
0c65fa9b-f72e-4a6f-a152-b6eb50379fb9,BiologicalTerm,biological-object,tubulin complex,GO,GO:0045298,,[]
0c6a69ce-d7bd-405a-bcc0-a8a137c092f5,KeyEvent,key-event,"Increase, Programmed cell death",AOPWiki,,,[]
0c7a8c94-313e-43a6-964c-be9a9ab5ef6c,BiologicalTerm,biological-process,viral mRNA export from host cell nucleus,GO,GO:0046784,,[]
0c8e8b0a-3da8-42d1-91ae-ecec55d75769,KeyEvent,key-event,"Increase, Hyperplasia (forestomach epithelial cells)",AOPWiki,,,[]
0cb200a1-24ec-4650-833d-8817a25fe2c6,BiologicalTerm,biological-process,I-kappaB phosphorylation,GO,GO:0007252,,[]
0cbbc3da-130c-4553-97e2-874a56e48de7,AOP,aop,Histone deacetylase inhibition leading to testicular atrophy,AOPWiki,,,[]
0cbbf733-379c-4066-b00d-813be6335af0,BiologicalTerm,biological-process,podocyte vacuolization,MP,MP:0011899,,[]
0cc80eb6-75b4-40c8-90be-b21f6c851d02,KeyEvent,key-event,"Activation, SHP",AOPWiki,,,[]
0d352192-9f46-4c6e-9190-30c33bd37612,KeyEvent,key-event,"Depletion, GSH",AOPWiki,,,[]
